Tiếng Việt,Tiếng BaNa
"Nhân kỷ niệm 74 năm Cách mạng Tháng Tám và Quốc khánh 2.9, Chiều ngày 27.8, đồng chí Nguyễn Thị Phong Vũ, UVBTV tỉnh ủy, Trưởng ban Ban Dân vận tỉnh ủy, Chủ tịch Ủy ban MTTQ Việt Nam tỉnh đã đến thăm và tặng 10 suất quà cho gia đình chính sách, Người có công cách mạng trên địa bàn huyện Vĩnh Thạnh.
","Thoi ky niêm 74 sơnăm cach mang thang 8 weng Quôc khanh 2/9, ksơ̆ 'năr 27/8, đ/c Nguyên thi Phong Vu, UVBTV tinh uy, Trương khul Khul dân vân tinh uy, Chu tich UBMTTQVN tinh jơh năm tơmang, ăn kua ăn ŭnh hnam ơĭ kông adrĭng teh đak lơ̆m tơring huyên Vinh Thanh
"
"Mỗi suất quà trị giá 1 triệu đồng.
","Minh suât kua tri giă 01 triêu đông
"
"Cùng đi có Đ/c Hồ Xuân Ánh, TUV, Bí thư huyện ủy Vĩnh Thạnh, ông Lê Văn Đẩu, Chủ tịch UBND huyện.
","Adrĭng năm ơĭ đ/c Hô Xuân Anh, TUV, 'Biê thư Huyên uy Vinh Thanh; đ/c Lê Văn Đâu, Chu tich UBND huyên.
"
"Đến thăm một số gia đình chính sách trên địa bàn huyện, đồng chí đã ân cần hỏi thăm tình hình sức khỏe, trò chuyện cùng các đồng chí thương, bệnh binh và chúc các đồng chí mạnh khỏe, trường thọ để tiếp tục làm điểm tựa tinh thần cho thế hệ sau trong gìn giữ và phát huy truyền thống cách mạng.
","Truh tơmang minh ksô̆ ŭnh hnam nă ma ơĭ kông adrĭng teh đak lơ̆m tơring huyên, đ/c jơh pinh tơmang tơdrong jăng pran, pơđam 'bơl adrĭng rim nă ma thương bênh binh weng chuc rim nă ma jăng pran, yăl arih đunh sư̆ ling lang pơm dơnŏ gơning nưih sơngưm ăn đe adruh lơ̆m jư vei weng kơjung tơdrong kach mang.
"
"Mong các đồng chí thương, bệnh binh, gia đình có công cách mạng tiếp tục có nhiều đóng góp quý giá để xây dựng quê hương; đồng thời là tấm gương sáng để giáo dục truyền thống cách mạng cho con cháu noi theo.
","Kơ wă rim nă ma thương bênh binh, ŭnh hnam ơĭ kông adrĭng teh đak ling lang ơĭ lư tơdrong pơgŏp pơgloh sư̆ tơjung pơm apung; thoi 'noh la nưih sơngưm sư̆ pơtơ̆p tơdrong kach mang ăn kon mon pơm 'boi.
"
"Tích cực vận động con cháu học tập, lao động sản xuất, nỗ lực vươn lên trong cuộc sống, góp phần xây dựng quê hương ngày càng giàu đẹp văn minh.
","Pơjăng krao akŏm kon mon hŏk tơ̆p, pơm choh jang, pran kjung lơ̆m tơdrong yăl arih, pơgŏp tơdrong tơjung pơm apung 'năr kang alưng liêm.
"
"Qua đây, Đồng chí cũng lưu ý cấp ủy, chính quyền địa phương thường xuyên quan tâm đến đời sống, hoàn cảnh của các gia đình chính sách trên địa bàn huyện, để có sự giúp đỡ kịp thời, giúp các gia đình đối tượng ổn định trong cuộc sống.
","Kua ơ̆u, đ/c kung pơkă kơ̆p uy, khul pơgơl cham pơlei dach ngŏ hnhĕi truh tơdrong yăl arih đơ̆ng rim ŭnh hnam nă ma ơĭ kông adrĭng teh đak lơ̆m tơring huyên sư̆ ơĭ tơdrong tơgŭm tơtam, tơgŭm rim ŭnh hnam nă ma alưng tơdrong yăl arih.
"
"Đồng chí Nguyễn Thị Phong Vũ cũng khẳng định, việc quan tâm, chăm lo cho những gia đình chính sách, người có công với cách mạng là truyền thống, đạo lý tốt đẹp của dân tộc ta, đồng thời là tình cảm, trách nhiệm của mọi người dân; do đó, những năm qua, tỉnh luôn dành nhiều sự quan tâm, chăm lo cho các gia đình chính sách, người có công với cách mạng bằng những việc làm cụ thể, thiết thực.
","Đ/c Nguyên Thi Phong Vu kung pơđam 'bơl, tơdrong ngŏ hnhei, tơme rong ăn rim ŭnh hnam nă ma ơĭ kông adrĭng teh đak la tơdrong đơ̆ng sơ̆ pơgloh alưng liêm đơ̆ng kon kông bơ̆n, thoi 'noh la nưih sơngưm, trach nhiêm đơ̆ng đĭ đăng kon tơring; yua 'noh, lư sơnăm anu yuô ơ̆u, tinh dach sư̆ ăn lư tơdrong ngŏ hnhei, tơme rong ăn rim ŭnh hnam nă ma ơĭ kông adrĭng teh đak đơ̆ng lư tơdrong pơm cu thê tơpă.
"
"Chiều ngày 28.8, đồng chí Đinh Đrin, Phó Bí thư Thường trực Huyện ủy đã đến thăm và tặng 2 suất quà, mỗi suất 1 triệu đồng cho 2 gia đình chính sách tiêu biểu của của xã Vĩnh Sơn và xã Vĩnh Kim.
","Ksơ 'năr 28/8, đ/c Đinh Đrin, Phŏ 'bĭ thư thương trưc Huyên uy jơh truh tơmang weng ăn 02 suât kua, minh suât 01 triêu đông ăn 02 ŭnh hnam nă ma ơĭ kông adrĭng teh đak pơgloh đơ̆ng xa Vinh Sơn weng Vinh Kim.
"
"Tại các nơi đến thăm, các đồng chí lãnh đạo huyện đã ân cần hỏi thăm tình hình sức khỏe, đời sống của các gia đình chính sách, đồng thời mong muốn các gia đình tiếp tục phát huy truyền thống cách mạng, gương mẫu thực hiện tốt các chủ trương của Đảng, chính sách của Nhà nước và các phong trào thi đua yêu nước ở địa phương, tích cực tham gia lao động sản xuất, góp sức xây dựng quê hương ngày càng giàu mạnh.
","Rim dơnŏ truh tơmang, rim nă ma pơgơl huyên jơh pinh tơmang tơdrong jăng pran, tơdrong yăl arih đơ̆ng rim ŭnh hnam nă ma ơĭ kông adrĭng teh đak, thoi 'noh kơ wă rim ŭnh hnam ling lang pơjing tơdrong kach mang, pơm hơgĕi rim tơdrong đơ̆ng Đang, kơpal weng rim trong glong tơjroh amĕm teh đak oei cham pơlei, pơjăng adrĭng pơm choh jang, pơgŏp tơdrong tơjung pơm apung 'năr kang alưng liêm loi.
"
"Nhân kỷ niệm 74 năm Cách mạng Tháng Tám và Quốc Khánh 2.9, sáng ngày 29.8, Huyện uỷ Vĩnh Thạnh đã tổ chức trao tặng Huy hiệu Đảng từ 50 đến 60 năm tuổi đảng cho 17 đảng viên thuộc các đảng bộ trực thuộc.
","Thoi ky niêm 74 sơnăm Cach mang thang 8 weng Quôc khanh 2/9, bơghê 'năr 29/8, Huyên uy Vinh Thanh jơh pơlŏk ăn Huy hiêu Đang đơ̆ng 50 truh 60 sơnăm tuôi Đang ăn 17 đang viên oei rim đang bô trưk thuôc.
"
"Trong đó Huy hiệu 60 tuổi đảng có 1 đồng chí; Huy hiệu 55 tuổi đảng có 6 đồng chí và Huy hiệu 50 năm tuổi đảng có 10 đồng chí.
","Lơ̆m 'noh, Huy hiêu 60 sơnăm tuôi đang ơĭ 01 đông chi; Huy hiêu 55 sơnăm tuôi đang ơĭ 06 đông chi weng huy hiêu 50 sơnăm tuôi đang ơĭ 10 đông chi.
"
"Dịp này, huyện Vĩnh Thạnh còn có 12 đảng viên được tặng Huy hiệu 30 năm và 45 năm tuổi đảng.
","Măng mă anu, huyên Vinh Thanh ară ơĭ 12 đang viên đei ăn Huy hiêu 30 sơnăm weng 45 sơnăm tuôi Đang.
"
"Phát biểu tại buổi lễ, đồng chí Đinh Đrin - Phó Bí thư Thường trực Huyện ủy chúc mừng và tri ân những đóng góp của các đảng viên được nhận Huy hiệu Đảng đợt 2.9 năm nay.
","Pơđam 'bơl dơnŏ măng lê, đ/c Đinh Đrin, Phŏ 'bĭ thư thương trưc Huyên uy jơh chuc mưng weng tri ân rim tơdrong pơgŏp đơ̆ng rim đang viên đei 'yŏk Huy hiêu Đang măng 2/9 sơnăm anu.
"
"Đồng thời đề nghị các đảng viên tiếp tục cống hiến cho Đảng, cho quê hương bằng những việc làm cụ thể, thiết thực, gương mẫu thực hiện các chỉ thị, nghị quyết, chủ trương, đường lối của Đảng, chính sách, pháp luật của Nhà nước.
","Thoi 'noh, pơkă rim đang viên ling lang ơĭ lư tơdrong pơgŏp ăn Đang, ăn apung đơ̆ng rim tơdrong pơm pơgloh, nưih sơngưm pơm rim chi thi, nghi kuyêt, tơdrong đơ̆ng Đang weng Kơpal.
"
"Nhằm nâng cao hiệu quả hoạt động của chính quyền cấp xã, nhất là trao đổi kinh nghiệm trong hoạt động của hai Ban HĐND cấp xã, chiều ngày 29.8, Thường trực HĐND huyện đã tổ chức khảo sát về tình hình tổ chức và hoạt động của HĐND tại xã Vĩnh Hiệp.
","Sư̆ pôk xuôn tơdrong thu 'yŏk đei tơdrong pơm đơ̆ng khul pơgơl kơ̆p xa, pơgloh la asong kinh nghiêm lơ̆m tơdrong pơm đơ̆ng 02 khul HĐND kơ̆p xa, ksơ̆ 'năr 29/8, Thương trưc HĐND huyên jơh pơlŏk năm ngŏ hnhei lơ̆m tơdrong tô chưc weng tơdrong pơm đơ̆ng HĐND dơnŏ xa Vinh Hiêp.
"
"Đoàn khảo sát do ông Lý Hoài Nam – Trưởng Ban Kinh tế - Xã hội HDND huyện chủ trì buổi làm việc.
","Khul ngŏ hnhei yua 'Bŏk Ly Hoai Nam – Trương khul kinh tê – xa hôi HĐND huyên pơgơl măng pơm biêk.
"
"Tại buổi làm việc, Đoàn khảo sát nghe Thường trực HĐND xã báo cáo công tác củng cố chính quyền theo quy định của Luật tổ chức Chính quyền địa.
","Dơnŏ măng pơm biêk, Khul ngŏ hnhĕi kơpăng thương trưk HĐND xa pơtho khan tơdrong cung cô̆ khul pơgơl 'boi kuyêt đinh đơ̆ng Luât tô chưk khul pơgơl cham pơlei
"
"Theo đó, các Ban HĐND xã đã từng bước đi vào hoạt động với việc xây dựng kế hoạch giám sát, khảo sát trong năm 2019.
","'Boi 'noh, rim khul HĐND xa jơh rim tơdrong năm tơmưt pơm adrĭng tơdrong tơjung pơm glong pơnhroh ngŏ hnhei lơ̆m sơnăm 2019.
"
"Theo đó, HĐND xã tập trung giám sát các nội dung: Công tác thực thi pháp luật, đảm bảo quốc phòng an ninh, công tác chuẩn bị năm học mới…
","'Boi 'noh, HĐND xa pơnhôm ngŏ hnhei rim tơdrong: Tơdrong pơm phap luât, tơmăn tơl quôc phong an ninh, tơdrong gô đĕch ăn sơnăm hŏk anao…
"
"Tại buổi làm việc, Thường trực HĐND xã kiến nghị với Đoàn khảo sát về các kiến nghị của cử tri cần được quan tâm, giải quyết kịp thời nhất là các ý kiến liên quan lĩnh vực đất đai.
","Dơnŏ măng pơm biêk, thương trưk HĐND xa pơđam 'bơl adrĭng khul ngŏ hnhĕi lơ̆m rim tơdrong pơđam đơ̆ng nă ma wă đei ngŏ hnhei tơgŭm tơtam, pơgloh la rim tơdrong liên kuan truh tơdrong teh.
"
"Đồng thời có cơ chế tổ chức Hội nghị tiếp xúc cử tri giữa tỉnh - xã hoặc huyện - xã để nâng cao hiệu quả hoạt động tiếp xúc cử tri cấp xã.
","Thoi 'noh ơĭ tơdrong pơlŏk Hôi nghi tơjrư̆m nă ma tơkpơ̆k tinh weng xa, thoi huyên weng xa sư̆ pôk xuôn tơdrong thu 'yŏk đei tơdrong pơm tơjrư̆m mă nă ma kơ̆p xa.
"
"Các ban HĐND xã cần nâng cao hơn nữa trách nhiệm trong hoạt động giám sát phải bám sát thực tế, ý kiến cử tri, căn cứ các quy định pháp luật để có những kiến nghị cụ thể, rõ ràng làm cơ sở cho việc đôn đốc giải quyết để từng bước nâng cao hiệu lực, hiệu quả hoạt động của HĐND xã.
","Rim khul HĐND xa wă pôk xuôn loi piêu trach nhiêm lơ̆m tơdrong ngŏ hnhĕi phai oei jê̆ thưc tê̆, yê kiê̆n nă ma, 'boi rim tơdrong đơ̆ng phap luât sư̆ ơĭ rim tơdrong pơđam 'bơl cu thê, mă ro loi sư̆ pơm cơ sơ ăn tơdrong pơđam 'bơl tơgŭm sư̆ rim tơdrong pôk xuôn tơdrong thu 'yŏk đei đơ̆ng tơdrong pơm đơ̆ng HĐND xa.
"
"Xác định công tác giảm nghèo là một trong những nhiệm vụ quan trọng, những năm qua, các cấp ủy Đảng, chính quyền trên địa bàn huyện Vĩnh Thạnh đã tập trung chỉ đạo các ngành, đoàn thể, các xã, thị trấn triển khai thực hiện có hiệu quả các chương trình, dự án giảm nghèo đến các đối tượng hộ nghèo, cận nghèo, nhờ đó đã giúp nhiều hộ vươn nghèo lên thoát nghèo bền vững.
","Xac đinh tơdrong tơjul dơnuh la minh lơ̆m tơdrong pơm pơgloh, lư sơnăm anu yuô ơ̆u, rim kơ̆p uy đang, khul pơgơl lơ̆m tơring huyên Vinh Thanh jơh pơnhôm pơgơl rim nganh, đoan thê, rim xa, thi trân pơnhroh pơm ơĭ thu 'yŏk rim chương trinh, dư an tơjul dơnuh truh rim ŭnh hnam dơnuh, ŭnh hnam jê̆ dơnuh, yua 'noh jơh tơgŭm lư ŭnh hnam kjung đĭ dơnuh kơjăp.
"
"Bên cạnh đó tranh thủ sự đầu tư của Trung ương và tăng cường huy động vốn từ ngân sách địa phương; tích cực huy động sự đóng góp của các doanh nghiệp, sự tham gia xã hội hóa của cộng đồng.
","Minh kơpah 'noh, tranh thu tơdrong tơgŭm đơ̆ng Trung ương weng kjung krao akŏm nguôn jên đơ̆ng ngân sach cham pơlei; pơjăng krao akŏm tơdrong pơgŏp đơ̆ng rim doanh nghiêp, tơdrong adrĭng pơm xa hôi hŏa đơ̆ng nă ma cham pơlei.
"
"Huyện Vĩnh Thạnh thực hiện lồng ghép có hiệu quả nguồn vốn các chương trình, dự án giảm nghèo bền vững với chương trình xây dựng nông thôn mới, nhằm tạo điều kiện đẩy mạnh phát triển sản xuất hàng hóa, nâng mức thu nhập cho hộ nghèo.
","Huyên Vinh Thanh pơm pơtĕp ơĭ thu 'yŏk nguôn jên rim chương trinh, dư an tơjul dơnuh kơjăp adrĭng tơdrong tơjung pơm cham pơlei anao, sư̆ pơm tơdrong jơră dêh pơjing san xuât hang hoa, pôk xuôn tơdrong thu 'yŏk ăn ŭnh hnam dơnuh.
"
"Tính đến nay, số hộ nghèo trên địa bàn huyện Vĩnh Thạnh là 4.851 hộ với hơn 17 nghìn nhân khẩu, chiếm tỷ lệ 50,34%, giảm 5,73% so với năm 2018.
","Truh ahrĕi, ksô̆ ŭnh hnam dơnuh lơ̆m tơring huyên Vinh Thanh la 4.851 ŭnh hnam adrĭng 17 ơbơ̆u bơngai, 'yŏk ty lê 50,34%, tơjul 5,73% pơting adrĭng sơnăm 2018.
"
"Có được điều này, là nhờ nhiều chính sách hỗ trợ, đầu tư thông qua các chương trình dự án của nhà nước.
","Ơĭ đei tơdrong anu la yua lư tơdrong tơgŭm kua rim chương trinh dư an đơ̆ng kơpal.
"
"Cùng với việc triển khai có hiệu quả các chương trình dự án đó, đã giúp cho người dân từng bước khắc phục khó khăn, cải thiện đời sống.
","Adrĭng tơdrong pơnhroh ơĭ thu 'yŏk rim chương trinh dư an 'noh jơh tơgŭm ăn nă ma rim tơdrong khăc phŭk hrat tơnap, alưng tơdrong yăl arih.
"
"Mới đây UBND xã Vĩnh Hòa tổ chức Hội nghị triển khai các văn bản chỉ đạo và hướng dẫn một số nội dung liên quan đến công tác bầu cử trưởng thôn nhiệm kỳ  2019-2021.
","Anao ơ̆u, UBND xa Vinh Hoa pơlŏk Hôi nghi pơnhroh rim văn ban pơgơl weng pơtho khan minh ksô̆ tơdrong liên kuan truh tơdrong 'bơu cư trương thôn nhiêm ky 2019 – 2021.
"
"Tại hội nghị, các đại biểu được nghe kế hoạch tổ chức bầu cử, Quyết định thành lập Ban Chỉ đạo bầu cử Trưởng thôn do đ/c chủ tịch UBND xã làm trưởng ban, phân công các thành viên trong Ban Chỉ đạo phụ trách địa bàn 7 thôn, Quyết định thành lập Tổ  bầu cử ở các thôn.
","Dơnŏ Hôi nghi, rim nă ma đei kơpăng glong pơnhroh pơlŏk 'bơu cư, Quyêt đinh pơjing anao Khul pơgơl 'bơu cư trương thôn yua đ/c Chu tich UBND xa pơm trương ban, phân công rim thanh viên lơ̆m khul pơgơl ngŏ hnhei 07 thôn.
"
"Đồng thời giao nhiệm vụ và hướng dẫn một số nội dung trọng tâm của công tác tổ chức cuộc bầu cử.
","Quyêt đinh pơjing anao tô 'bơu cư oei rim thôn. Thoi 'noh pơjao tơdrong pơm weng pơtho khan minh ksô̆ tơdrong pơgloh đơ̆ng tơdrong pơlŏk măng 'bơu cư.
"
"Hội nghị thống nhất công tác bầu cử trưởng thôn  được tiến hành trình tự các bước theo kế hoạch.
","Hôi nhi thông nhât tơdrong 'bơu cư trương thôn đei pơm rim tơdrong 'boi glong pơnhroh.
"
"Ủy ban nhân dân, Ủy ban Mặt trận Tổ quốc Việt Nam xã phối hợp các ban ngành thực hiện nhằm đảm bảo cuộc bầu cử Trưởng thôn nhiệm kỳ  2019 - 2021 diễn ra an toàn đúng qui định.
","UBND, UBMTTQ Viêt Nam xa adrĭng rim ban nganh pơm sư̆ tơmăn tơl măng 'bơu cư trương thôn nhiêm ky 2019 – 2021 pơlŏk an toan trơ trŏ tơdrong.
"
"Tại hội nghị, Chủ tịch UBND xã yêu cầu các ngành liên quan đẩy mạnh công tác tuyên truyền nhằm giúp nhân dân hiểu được mục đích, ý nghĩa của công tác bầu cử Trưởng  thôn, biết được các tiêu chuẩn bầu chọn, thời gian, địa điểm bầu cử, góp phần cho công tác bầu cử Trưởng thôn nhiệm kỳ 2019 – 2021 trên địa bàn xã diễn ra thành công.
","Dơnŏ Hôi nghi, Chu tich UBND xa pơtho khan rim nganh liên kuan jơră dêh tơdrong pơtho khan sư̆ tơgŭm nă ma kon tơring băt đei muc đich, yê nghia đơ̆ng tơdrong 'bơu cư trương thôn, băt đei rim tơdrong 'bơu chă, jơnang, dơnŏ 'bơu cư, pơgŏp tơdrong ăn tơdrong 'bơu cư Trương thôn nhiêm ky 2019 – 2021 lơ̆m tơring xa đei pơlok keh kong.
"
"Đầu năm đến nay, công tác dân vận luôn được các cấp ủy Ðảng, chính quyền, các ngành, đoàn thể của huyện quan tâm thực hiện và đạt được kết quả tích cực.
","Kơl sơnăm truh ahrĕi, tơdrong dân vân dach đei rim kơ̆p uy Đang, khul pơgơl, rim nganh, đoan thê đơ̆ng huyên ngŏ hnhei pơm weng đat đei thu 'yŏk pơjăng.
"
"Phong trào thi đua ""Dân vận khéo"" được các địa phương, đơn vị triển khai, góp phần quan trọng vào phát triển KT-XH, ổn định an ninh chính trị ở địa phương.
","Trong glong tơjroh dân vân khĕo đei rim cham pơlei, đơn vi pơnhroh, pơgŏp tơdrong pơgloh lơ̆m pơjing kinh tê xa hôi, alưng an ninh chinh tri oei cham pơlei.
"
"Đến nay, toàn huyện xây dựng hàng chục mô hình, điển hình ""Dân vận khéo"", trong các lĩnh vực kinh tế, văn hoá - xã hội, an ninh - quốc phòng.
","Truh ahrĕi, lơ̆m huyên jơh tơjung pơm kơ jĭt mô hinh, điên hinh dân vân khĕo lơ̆m rim tơdrong kinh tê, văn hoa xa hôi, an ninh quôc phong.
"
"Hệ thống dân vận các cấp phát động phong trào thi đua ""Dân vận khéo"" trong xây dựng nông thôn mới
","Tơdrong dân vân rim kơ̆p pơm glong pơnhroh tơjroh dân vân khĕo lơ̆m tơjung pơm cham pơlei anao.
"
